DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm
1067,108500.0,4,19,986.0,4484.0,sqft,6,Common
1068,160000.0,4,2,866.0,17400.0,sqft,5,Common
1069,220000.0,4,22,1531.0,11275.0,sqft,7,Common
1070,93000.0,3,13,1066.0,6000.0,sqft,4,Common
1071,147000.0,3,13,863.0,12000.0,sqft,7,Common
1072,106500.0,3,10,731.0,8765.0,sqft,6,Common
1073,116500.0,3,10,1023.0,7518.0,sqft,8,Modest
1075,259000.0,4,5,1176.0,14572.0,sqft,5,Gleaming
1076,160000.0,4,3,1018.0,8658.0,sqft,5,Common
1077,157000.0,4,2,1101.0,8286.0,sqft,7,Common
1078,215200.0,0,26,1189.0,8640.0,sqft,5,Common
1079,245000.0,4,26,1101.0,9139.0,sqft,5,Gleaming
1080,85000.0,3,25,855.0,2592.0,sqft,3,Common
1081,134500.0,4,3,775.0,8923.0,sqft,7,Common
1082,195000.0,0,26,966.0,4217.0,sqft,5,Gleaming
1083,118000.0,3,18,759.0,1680.0,sqft,8,Common
1084,125000.0,4,6,687.0,7094.0,sqft,5,Common
1085,161500.0,4,5,1064.0,8872.0,sqft,5,Common
1086,123000.0,4,1,811.0,2280.0,sqft,5,Common
1087,140000.0,4,22,1320.0,9550.0,sqft,5,Common
1089,291000.0,0,26,1278.0,10625.0,sqft,5,Gleaming
1091,169500.0,3,10,1398.0,7758.0,sqft,4,Common
1092,110500.0,3,13,848.0,6000.0,sqft,6,Common
1094,137500.0,4,2,683.0,12395.0,sqft,6,Common
1095,212000.0,4,21,1277.0,10667.0,sqft,6,Gleaming
1096,184000.0,4,20,1399.0,9120.0,sqft,6,Common
1097,141500.0,4,3,1028.0,9600.0,sqft,8,Common
1099,105000.0,2,3,689.0,11622.0,sqft,6,Common
1100,82500.0,4,16,662.0,12342.0,sqft,5,Common
1101,216000.0,0,26,1287.0,7500.0,sqft,5,Gleaming
1103,118000.0,4,3,867.0,9000.0,sqft,5,Common
1104,180000.0,4,3,1376.0,14250.0,sqft,5,Common
1105,205000.0,4,17,1053.0,7132.0,sqft,5,Gleaming
1106,155000.0,3,13,1359.0,8094.0,sqft,6,Common
1107,174000.0,4,4,1196.0,3684.0,sqft,5,Gleaming
1108,148500.0,4,22,844.0,4000.0,sqft,8,Common
1109,212000.0,4,15,1155.0,6820.0,sqft,5,Gleaming
1110,121000.0,4,20,732.0,8854.0,sqft,6,Common
1111,140000.0,4,3,690.0,8400.0,sqft,6,Common
1112,108000.0,3,20,1283.0,7425.0,sqft,7,Common
1114,327000.0,4,7,2066.0,12720.0,sqft,5,Gleaming
1115,229800.0,0,26,1078.0,8640.0,sqft,5,Gleaming
1116,145000.0,4,3,1066.0,7514.0,sqft,7,Common
1117,180000.0,4,5,1099.0,7750.0,sqft,5,Common
1118,89500.0,3,18,759.0,1680.0,sqft,3,Common
1119,206000.0,4,11,1589.0,12732.0,sqft,6,Common
1120,119000.0,4,3,1218.0,8917.0,sqft,5,Common
1121,212109.0,0,26,1221.0,10411.0,sqft,5,Gleaming
1122,146000.0,4,16,1038.0,9375.0,sqft,5,Common
1123,135000.0,4,3,872.0,7000.0,sqft,7,Common
1124,127000.0,4,16,1177.0,9350.0,sqft,6,Common
1125,147900.0,4,21,843.0,16561.0,sqft,5,Common
1126,100000.0,3,13,805.0,10800.0,sqft,7,Common
1127,223000.0,0,26,1376.0,10646.0,sqft,5,Common
1128,79275.0,4,16,664.0,8172.0,sqft,5,Common
1131,147000.0,4,6,811.0,12712.0,sqft,7,Common
1132,209500.0,4,17,1195.0,4590.0,sqft,5,Gleaming
1133,138000.0,4,1,1119.0,2364.0,sqft,5,Gleaming
1134,140500.0,4,3,913.0,14357.0,sqft,5,Common
1135,145000.0,3,13,1263.0,9863.0,sqft,6,Common
1137,111500.0,3,13,649.0,5633.0,sqft,7,Common
1139,172500.0,4,14,1109.0,9802.0,sqft,5,Common
1140,153500.0,3,2,1028.0,4500.0,sqft,5,Common
1142,75000.0,3,20,893.0,6120.0,sqft,5,Gleaming
1144,173500.0,4,21,1135.0,8633.0,sqft,5,Gleaming
1146,158000.0,4,11,917.0,11050.0,sqft,5,Common
1147,226500.0,4,11,1298.0,12680.0,sqft,6,Gleaming
1148,191000.0,4,21,1137.0,9382.0,sqft,5,Gleaming
1149,128000.0,3,20,947.0,6000.0,sqft,6,Common
1150,94750.0,4,16,738.0,10921.0,sqft,5,Common
1151,208000.0,4,22,1524.0,13607.0,sqft,6,Common
1153,145000.0,4,22,1012.0,8969.0,sqft,6,Common
1154,236500.0,4,21,1375.0,11838.0,sqft,5,Gleaming
1155,114000.0,4,16,998.0,11200.0,sqft,3,Common
1156,183000.0,4,5,1256.0,11184.0,sqft,5,Common
1157,218000.0,4,9,1105.0,10768.0,sqft,8,Gleaming
1159,184000.0,4,0,1184.0,9109.0,sqft,5,Gleaming
1160,214000.0,4,21,1349.0,9468.0,sqft,5,Common
1161,274000.0,4,17,1167.0,12677.0,sqft,5,Enchanting
1164,100000.0,3,10,863.0,6060.0,sqft,5,Common
1165,170000.0,0,26,1079.0,2160.0,sqft,5,Gleaming
1166,139000.0,4,3,732.0,7350.0,sqft,7,Common
1167,172000.0,4,11,833.0,9927.0,sqft,5,Gleaming
1168,146000.0,4,3,884.0,7000.0,sqft,4,Common
1169,222000.0,0,26,1327.0,3830.0,sqft,5,Gleaming
1170,140000.0,3,16,824.0,3675.0,sqft,5,Common
1171,87000.0,4,20,696.0,4882.0,sqft,7,Common
1172,172500.0,0,26,1337.0,2645.0,sqft,5,Gleaming
1174,279000.0,4,17,1472.0,13215.0,sqft,5,Gleaming
1175,260261.0,4,26,1186.0,11830.0,sqft,5,Gleaming
1176,126000.0,4,3,855.0,13070.0,sqft,5,Common
1177,111000.0,3,18,759.0,1680.0,sqft,5,Common
1178,81400.0,4,3,799.0,8544.0,sqft,4,Common
1179,128000.0,4,3,817.0,9920.0,sqft,5,Common
1181,120500.0,4,3,664.0,6960.0,sqft,6,Common
1182,148000.0,4,16,856.0,7917.0,sqft,7,Common
1183,195000.0,4,11,1561.0,12046.0,sqft,6,Common
1184,145000.0,2,22,1539.0,6270.0,sqft,6,Common
1185,125500.0,4,6,693.0,6173.0,sqft,6,Common
1186,108000.0,3,13,793.0,7741.0,sqft,5,Common
1187,184000.0,4,0,1296.0,7800.0,sqft,5,Gleaming
1188,213000.0,4,11,1279.0,12299.0,sqft,6,Common
1189,100000.0,4,3,686.0,7150.0,sqft,5,Common
1190,139000.0,4,2,1403.0,9400.0,sqft,5,Common
1191,221370.0,4,17,1018.0,6240.0,sqft,5,Gleaming
1192,133000.0,2,3,589.0,4058.0,sqft,5,Common
1193,107000.0,3,10,1099.0,10320.0,sqft,5,Common
1195,195000.0,4,21,1276.0,8935.0,sqft,5,Gleaming
1196,282000.0,4,14,1478.0,11305.0,sqft,5,Gleaming
1197,184000.0,4,14,1269.0,12416.0,sqft,5,Common
1198,128000.0,3,20,1018.0,6000.0,sqft,6,Common
1200,130000.0,3,13,1004.0,15660.0,sqft,8,Common
1201,300000.0,4,7,1718.0,9545.0,sqft,5,Gleaming
1203,180500.0,4,3,1096.0,10175.0,sqft,5,Common
1204,108000.0,4,6,729.0,8978.0,sqft,5,Common
1205,215000.0,4,2,1508.0,12209.0,sqft,5,Common
1206,146500.0,4,22,998.0,6821.0,sqft,7,Common
1207,106000.0,3,18,759.0,1869.0,sqft,6,Common
1208,119900.0,3,13,859.0,7800.0,sqft,7,Common
1209,279900.0,4,14,1912.0,11800.0,sqft,5,Gleaming
1212,230000.0,0,26,1147.0,8000.0,sqft,5,Gleaming
1213,150900.0,4,2,1329.0,12640.0,sqft,5,Common
1214,139000.0,4,22,961.0,5362.0,sqft,6,Common
1215,190500.0,4,0,1289.0,8450.0,sqft,5,Gleaming
1216,99900.0,4,13,609.0,5470.0,sqft,5,Common
1217,132000.0,4,0,869.0,13072.0,sqft,5,Common
1219,254750.0,4,21,1679.0,12334.0,sqft,5,Gleaming
1220,180000.0,4,14,1029.0,8049.0,sqft,5,Common
1221,81300.0,3,20,621.0,6120.0,sqft,6,Common
1222,115400.0,4,6,773.0,14299.0,sqft,3,Common
1223,123600.0,4,21,761.0,8070.0,sqft,5,Common
1224,110000.0,4,3,1070.0,13560.0,sqft,3,Common
1225,154000.0,4,3,887.0,11000.0,sqft,6,Common
1226,159900.0,3,13,1199.0,12900.0,sqft,8,Gleaming
1227,309000.0,4,5,1701.0,13751.0,sqft,5,Gleaming
1228,130000.0,4,20,644.0,10267.0,sqft,7,Common
1229,171000.0,4,6,1308.0,16647.0,sqft,5,Common
1230,142500.0,4,6,687.0,13350.0,sqft,5,Common
1232,185000.0,4,5,1487.0,11900.0,sqft,6,Common
1233,147000.0,4,1,1016.0,2308.0,sqft,5,Common
1234,200500.0,4,21,1293.0,8750.0,sqft,5,Common
1236,204000.0,4,5,1768.0,7500.0,sqft,5,Common
1237,326000.0,4,17,1423.0,16033.0,sqft,5,Gleaming
1238,165500.0,4,5,1072.0,11950.0,sqft,5,Gleaming
1239,138400.0,3,20,1181.0,6240.0,sqft,5,Common
1240,148000.0,4,13,1179.0,10800.0,sqft,9,Common
1241,115000.0,4,3,1184.0,7150.0,sqft,4,Common
1242,175500.0,4,11,1093.0,12090.0,sqft,6,Common
1243,106500.0,3,25,763.0,1533.0,sqft,5,Common
1244,149900.0,4,1,1119.0,2280.0,sqft,6,Common
1245,176000.0,4,11,1137.0,12090.0,sqft,7,Gleaming
1247,237000.0,4,21,1534.0,11250.0,sqft,5,Gleaming
1248,217000.0,4,21,1348.0,12352.0,sqft,5,Gleaming
1249,187000.0,4,0,1413.0,8304.0,sqft,5,Common
1250,155000.0,4,3,976.0,7931.0,sqft,6,Common
1251,190000.0,4,3,1452.0,16492.0,sqft,6,Gleaming
1253,310000.0,0,26,1543.0,11003.0,sqft,5,Enchanting
1254,208900.0,0,26,1039.0,4230.0,sqft,5,Gleaming
1256,125600.0,4,16,829.0,5190.0,sqft,5,Common
1257,170000.0,4,0,893.0,9260.0,sqft,5,Gleaming
1258,129500.0,4,2,590.0,7244.0,sqft,7,Common
1259,118858.0,4,0,1180.0,7018.0,sqft,5,Common
1260,264966.0,4,14,1369.0,12852.0,sqft,5,Gleaming
1261,140000.0,4,16,933.0,9170.0,sqft,7,Common
1262,224243.0,4,0,1115.0,7328.0,sqft,5,Gleaming
1263,154000.0,4,11,1196.0,11700.0,sqft,6,Common
1264,136000.0,4,2,979.0,10475.0,sqft,5,Common
1265,109900.0,4,16,955.0,17808.0,sqft,5,Common
1266,311872.0,4,26,1327.0,9416.0,sqft,5,Enchanting
1267,240050.0,4,11,1854.0,8000.0,sqft,6,Common
1268,99800.0,4,13,548.0,10410.0,sqft,8,Common
1269,290000.0,4,7,1946.0,12257.0,sqft,5,Gleaming
1270,309000.0,4,17,1886.0,13418.0,sqft,5,Gleaming
1271,128900.0,3,13,1059.0,4080.0,sqft,8,Common
1273,175000.0,4,3,984.0,10050.0,sqft,6,Common
1275,149900.0,4,16,1237.0,9525.0,sqft,5,Common
1276,116500.0,4,20,659.0,7207.0,sqft,7,Common
1277,201800.0,4,3,1399.0,13700.0,sqft,6,Common
1278,171500.0,4,16,1083.0,7023.0,sqft,5,Common
1279,143000.0,4,3,1206.0,9600.0,sqft,5,Common
1280,134900.0,4,21,799.0,8982.0,sqft,5,Common
1281,170000.0,4,5,1099.0,9967.0,sqft,5,Common
1282,152000.0,4,6,866.0,7400.0,sqft,5,Common
1283,239799.0,4,21,1509.0,8760.0,sqft,5,Gleaming
1284,192500.0,4,21,1366.0,14006.0,sqft,5,Gleaming
1285,155000.0,3,13,1618.0,6300.0,sqft,6,Common
1286,134000.0,3,20,870.0,6000.0,sqft,7,Common
1287,60000.0,3,20,615.0,6120.0,sqft,3,Modest
1288,255900.0,4,21,1761.0,11250.0,sqft,5,Gleaming
1289,239000.0,4,15,1359.0,5306.0,sqft,7,Gleaming
1290,144000.0,4,21,845.0,9525.0,sqft,6,Common
1291,137900.0,4,6,686.0,7800.0,sqft,7,Common
1292,115000.0,3,20,765.0,6120.0,sqft,6,Common
1293,318000.0,4,21,1521.0,10389.0,sqft,5,Gleaming
1294,185000.0,4,3,1107.0,9840.0,sqft,7,Common
1295,224900.0,4,21,1277.0,12137.0,sqft,5,Common
1296,117000.0,4,16,1233.0,10998.0,sqft,5,Common
1297,126500.0,3,20,824.0,8635.0,sqft,5,Common
1298,260000.0,4,7,2035.0,9900.0,sqft,5,Gleaming
1299,184000.0,3,13,1919.0,10800.0,sqft,7,Common
1300,126000.0,3,10,706.0,7000.0,sqft,8,Common
1301,171500.0,4,0,1330.0,7703.0,sqft,6,Gleaming
1302,114500.0,3,20,904.0,6240.0,sqft,6,Common
1303,184500.0,4,11,1442.0,10530.0,sqft,6,Common
1305,193000.0,4,0,1243.0,8012.0,sqft,5,Gleaming
1306,260000.0,4,15,1176.0,16158.0,sqft,5,Gleaming
1308,127000.0,4,3,880.0,7700.0,sqft,7,Common
1309,126500.0,4,2,672.0,10172.0,sqft,7,Common
1310,159950.0,4,3,835.0,13400.0,sqft,5,Common
1311,39300.0,4,20,256.0,5000.0,sqft,3,Modest
1312,228500.0,4,2,1299.0,9990.0,sqft,5,Common
1313,88000.0,4,3,659.0,8125.0,sqft,4,Common
1314,135000.0,4,16,866.0,6500.0,sqft,6,Common
1315,118000.0,4,16,536.0,9405.0,sqft,9,Common
1316,129000.0,4,6,687.0,8724.0,sqft,5,Common
1317,110000.0,4,16,906.0,8240.0,sqft,6,Common
1318,213000.0,4,2,1399.0,11050.0,sqft,5,Common
1319,231500.0,4,21,1356.0,15426.0,sqft,5,Common
1320,158500.0,4,3,964.0,9600.0,sqft,5,Common
1321,316600.0,4,0,1639.0,12327.0,sqft,8,Gleaming
1322,205000.0,0,26,1393.0,7500.0,sqft,5,Gleaming
1323,196500.0,4,11,1318.0,10421.0,sqft,5,Common
1324,132000.0,3,20,1016.0,6240.0,sqft,8,Common
1325,153500.0,3,13,1199.0,8100.0,sqft,6,Common
1326,85500.0,4,20,668.0,5900.0,sqft,7,Common
1327,142500.0,3,16,824.0,3675.0,sqft,5,Common
1328,130000.0,4,3,664.0,7130.0,sqft,6,Common
1329,160000.0,4,4,880.0,3203.0,sqft,5,Gleaming
1330,167240.0,4,4,959.0,3010.0,sqft,5,Gleaming
1331,153500.0,4,2,775.0,9129.0,sqft,5,Common
1332,137000.0,3,12,945.0,1488.0,sqft,6,Common
1334,159000.0,4,3,966.0,8000.0,sqft,6,Common
1336,204000.0,4,21,1154.0,10335.0,sqft,5,Gleaming
1337,125000.0,4,16,590.0,8172.0,sqft,5,Common
1338,147000.0,4,26,1380.0,9986.0,sqft,5,Gleaming
1339,98000.0,4,16,1104.0,8777.0,sqft,6,Common
1340,84500.0,4,2,876.0,17217.0,sqft,5,Common
1341,72000.0,3,10,629.0,9000.0,sqft,4,Common
1343,230000.0,4,24,1523.0,17082.0,sqft,5,Common
1345,119900.0,4,16,1290.0,10926.0,sqft,5,Common
1348,55000.0,3,10,839.0,5600.0,sqft,5,Modest
1351,140000.0,4,3,1381.0,7056.0,sqft,5,Common
1353,139400.0,4,3,812.0,9250.0,sqft,7,Common
1355,232000.0,4,26,1210.0,11957.0,sqft,5,Gleaming
1356,132000.0,3,13,1115.0,5350.0,sqft,8,Common
1357,217000.0,4,21,1149.0,9236.0,sqft,5,Common
1358,209000.0,0,26,1271.0,8127.0,sqft,5,Gleaming
1359,118500.0,4,19,1715.0,6204.0,sqft,5,Gleaming
1360,190000.0,4,23,943.0,3874.0,sqft,5,Gleaming
1361,212700.0,0,26,1055.0,8640.0,sqft,5,Gleaming
1362,153000.0,4,20,1336.0,7010.0,sqft,5,Common
1363,189900.0,4,5,1253.0,13830.0,sqft,5,Common
1364,125000.0,3,13,923.0,11340.0,sqft,5,Common
1365,150000.0,4,3,809.0,8973.0,sqft,7,Common
1366,320000.0,4,16,1306.0,13286.0,sqft,5,Enchanting
1367,184100.0,4,5,1091.0,7750.0,sqft,5,Gleaming
1368,207500.0,0,26,1192.0,5330.0,sqft,5,Gleaming
1369,255000.0,4,21,1529.0,11367.0,sqft,5,Gleaming
1370,131750.0,3,20,1096.0,6240.0,sqft,7,Common
1372,149000.0,4,2,679.0,7669.0,sqft,6,Common
1373,153575.0,4,20,1073.0,8730.0,sqft,7,Common
1374,166000.0,4,5,915.0,7250.0,sqft,5,Common
1375,156932.0,4,5,1086.0,8499.0,sqft,5,Common
1376,67500.0,2,0,778.0,9800.0,sqft,5,Common
1377,76000.0,3,25,839.0,1476.0,sqft,7,Common
1378,188000.0,4,0,1304.0,10110.0,sqft,5,Gleaming
1379,105000.0,3,13,772.0,3960.0,sqft,8,Common
1380,88750.0,4,6,541.0,4280.0,sqft,9,Common
1381,212500.0,4,17,1044.0,10307.0,sqft,5,Gleaming
1382,151000.0,4,6,932.0,8471.0,sqft,7,Common
1384,161000.0,3,13,1281.0,5100.0,sqft,7,Common
1385,157500.0,4,3,787.0,10533.0,sqft,6,Common
1387,188000.0,4,5,1275.0,8000.0,sqft,5,Common
1388,150750.0,4,3,1020.0,7388.0,sqft,6,Common
1389,99500.0,3,10,1011.0,4330.0,sqft,6,Common
1390,72500.0,4,20,553.0,6627.0,sqft,6,Common
1392,124000.0,4,3,1218.0,8944.0,sqft,5,Common
1393,179500.0,4,19,1686.0,8400.0,sqft,8,Common
1394,181000.0,2,3,1028.0,4060.0,sqft,5,Gleaming
1395,105000.0,3,20,673.0,6120.0,sqft,7,Common
1396,205000.0,4,3,1527.0,13600.0,sqft,6,Common
1397,128000.0,4,3,703.0,17199.0,sqft,7,Common
1398,185000.0,3,13,1887.0,13500.0,sqft,8,Common
1400,174000.0,4,14,1110.0,9802.0,sqft,5,Common
1401,138500.0,4,3,809.0,8400.0,sqft,5,Common
1402,112500.0,3,13,713.0,6000.0,sqft,6,Common
1403,239000.0,4,14,1208.0,10991.0,sqft,5,Gleaming
1404,175000.0,4,19,1359.0,7200.0,sqft,7,Common
1405,188000.0,4,21,1326.0,8924.0,sqft,5,Common
1406,164700.0,0,26,961.0,4251.0,sqft,5,Gleaming
1407,202500.0,4,17,1053.0,6442.0,sqft,5,Gleaming
1408,100000.0,4,16,627.0,8877.0,sqft,6,Common
1410,119000.0,4,3,1196.0,8512.0,sqft,5,Common
1411,134900.0,3,20,904.0,6000.0,sqft,9,Gleaming
1413,219500.0,4,21,1564.0,9375.0,sqft,5,Common
1414,132500.0,4,3,883.0,7931.0,sqft,5,Common
1415,153000.0,4,3,1004.0,8712.0,sqft,7,Common
1416,110000.0,4,3,659.0,7340.0,sqft,6,Common
1417,190550.0,4,21,1299.0,9543.0,sqft,5,Gleaming
1418,153000.0,4,6,795.0,7703.0,sqft,8,Common
1419,107000.0,4,16,1283.0,8707.0,sqft,5,Common
1421,315000.0,4,22,1819.0,17597.0,sqft,9,Gleaming
1422,207000.0,3,17,1044.0,8198.0,sqft,5,Gleaming
1424,134000.0,4,6,931.0,8250.0,sqft,5,Common
1425,50138.0,1,10,732.0,8712.0,sqft,7,Modest
1427,163000.0,4,3,799.0,11500.0,sqft,4,Modest
1429,194201.0,4,4,1078.0,3922.0,sqft,5,Gleaming
1430,284500.0,4,7,1691.0,9660.0,sqft,5,Gleaming
1431,193000.0,4,22,1200.0,13339.0,sqft,6,Common
1433,130250.0,4,21,721.0,9200.0,sqft,6,Common
1434,160000.0,4,3,962.0,8800.0,sqft,6,Common
1435,144000.0,4,6,695.0,10200.0,sqft,8,Common
1436,157000.0,4,22,1027.0,15750.0,sqft,5,Common
1437,257000.0,4,0,1418.0,10994.0,sqft,5,Gleaming
1440,233230.0,4,21,1476.0,15611.0,sqft,5,Gleaming
1441,125000.0,4,16,837.0,7440.0,sqft,6,Common
1442,220000.0,4,0,1506.0,9317.0,sqft,5,Gleaming
1443,51689.0,1,10,560.0,12366.0,sqft,5,Common
1444,154000.0,4,17,1250.0,2448.0,sqft,5,Gleaming
1445,232500.0,4,14,1107.0,11202.0,sqft,5,Gleaming
1446,202500.0,4,20,1405.0,11737.0,sqft,7,Common
1448,115000.0,3,13,790.0,8960.0,sqft,6,Common
1449,262280.0,4,0,1791.0,11839.0,sqft,5,Common
1450,165000.0,4,6,784.0,14149.0,sqft,8,Gleaming
1451,190000.0,4,24,1117.0,5271.0,sqft,5,Common
1452,109500.0,4,3,634.0,7200.0,sqft,7,Common
1453,87000.0,3,13,646.0,4388.0,sqft,7,Common
1454,153000.0,4,3,864.0,10152.0,sqft,6,Common
1455,159000.0,4,0,856.0,13695.0,sqft,5,Common
1456,137000.0,4,3,775.0,11425.0,sqft,6,Common
1457,34900.0,1,10,553.0,7879.0,sqft,5,Common
1459,92000.0,4,16,1029.0,7822.0,sqft,3,Common
1460,240900.0,0,26,1449.0,7000.0,sqft,5,Gleaming
1462,268500.0,4,21,1703.0,10566.0,sqft,5,Gleaming
1463,255000.0,4,11,1596.0,10530.0,sqft,6,Gleaming
1464,177500.0,4,21,923.0,11249.0,sqft,5,Gleaming
1465,135000.0,4,3,1599.0,11606.0,sqft,5,Common
1466,112000.0,3,6,1463.0,8930.0,sqft,5,Common
1467,210400.0,0,26,1026.0,9000.0,sqft,5,Gleaming
1468,125000.0,4,16,1139.0,16012.0,sqft,4,Common
1469,257000.0,4,22,1780.0,15600.0,sqft,7,Common
1470,144000.0,4,16,919.0,10044.0,sqft,6,Common
1473,169500.0,4,3,1393.0,7590.0,sqft,5,Common
1474,124000.0,3,13,1346.0,9000.0,sqft,6,Common
1476,103400.0,3,18,759.0,1680.0,sqft,5,Common
1477,198000.0,4,22,1490.0,11700.0,sqft,6,Common
1478,102000.0,4,3,952.0,7200.0,sqft,3,Common
1479,138500.0,4,3,698.0,12172.0,sqft,7,Common
1481,191000.0,4,21,1319.0,8750.0,sqft,5,Gleaming
1483,146500.0,4,2,1270.0,11836.0,sqft,5,Common
1484,325000.0,4,17,1270.0,13173.0,sqft,5,Gleaming
1485,252678.0,0,26,1424.0,8640.0,sqft,5,Common
1486,99500.0,4,0,706.0,7892.0,sqft,5,Common
1487,105000.0,4,3,757.0,7898.0,sqft,7,Common
1488,120500.0,3,10,598.0,6900.0,sqft,6,Common
1489,168000.0,4,5,1209.0,10364.0,sqft,5,Common
1490,247900.0,4,15,1293.0,6264.0,sqft,5,Gleaming
1491,202665.0,4,17,1052.0,6792.0,sqft,5,Gleaming
1492,113000.0,3,20,679.0,6120.0,sqft,7,Gleaming
1493,200000.0,3,13,1741.0,7755.0,sqft,8,Common
1494,119000.0,3,13,1138.0,5400.0,sqft,6,Modest
1495,46500.0,3,13,313.0,7311.0,sqft,5,Common
1497,185900.0,4,3,1203.0,8800.0,sqft,7,Common
1499,88000.0,3,18,839.0,1680.0,sqft,5,Common
1500,187100.0,4,21,1099.0,16285.0,sqft,5,Gleaming
1501,134500.0,4,2,649.0,6600.0,sqft,6,Common
1503,73000.0,3,13,587.0,5232.0,sqft,5,Common
1504,108500.0,3,13,738.0,6000.0,sqft,4,Common
1505,119500.0,4,3,730.0,9758.0,sqft,5,Common
1506,126000.0,4,3,1199.0,8668.0,sqft,5,Common
1507,185000.0,4,5,1314.0,14067.0,sqft,5,Common
1508,178000.0,4,14,1146.0,7777.0,sqft,5,Gleaming
1509,196000.0,4,21,1345.0,9272.0,sqft,5,Gleaming
1510,119500.0,3,25,726.0,2394.0,sqft,6,Common
1511,150000.0,3,13,1204.0,9600.0,sqft,9,Gleaming
1512,179000.0,4,5,1165.0,9024.0,sqft,5,Gleaming
1513,167000.0,4,3,1144.0,10368.0,sqft,6,Common
1514,191000.0,4,21,1380.0,9316.0,sqft,5,Gleaming
1515,174900.0,4,3,896.0,9020.0,sqft,7,Common
1516,279500.0,4,21,1406.0,12782.0,sqft,5,Gleaming
1517,221000.0,4,21,1149.0,12803.0,sqft,5,Gleaming
1518,127500.0,3,10,799.0,7200.0,sqft,7,Common
1519,173000.0,4,17,1250.0,2268.0,sqft,5,Gleaming
1520,82500.0,4,20,544.0,5330.0,sqft,7,Modest
1522,141000.0,4,3,719.0,8760.0,sqft,7,Common
1523,122250.0,3,13,1338.0,7308.0,sqft,5,Modest
1524,210000.0,4,21,1104.0,8450.0,sqft,5,Gleaming
1525,231713.0,4,14,1299.0,8368.0,sqft,5,Gleaming
1526,196500.0,4,21,1323.0,11645.0,sqft,5,Gleaming
1527,170000.0,4,5,1285.0,13041.0,sqft,5,Common
1528,128950.0,4,3,942.0,9320.0,sqft,5,Common
1529,213000.0,4,21,1253.0,9750.0,sqft,5,Gleaming
1530,120000.0,3,10,1006.0,10320.0,sqft,6,Common
1531,109500.0,4,3,799.0,7200.0,sqft,7,Common
1532,319500.0,4,17,1615.0,9709.0,sqft,5,Enchanting
1534,145000.0,4,2,1279.0,8385.0,sqft,5,Common
1535,214900.0,4,14,1456.0,11316.0,sqft,5,Gleaming
1536,137500.0,4,16,908.0,10012.0,sqft,5,Common
1537,150000.0,4,3,956.0,11988.0,sqft,6,Common
1538,136500.0,4,21,664.0,7000.0,sqft,8,Gleaming
1539,183000.0,4,21,1261.0,7226.0,sqft,5,Gleaming
1540,147400.0,0,26,940.0,2544.0,sqft,5,Gleaming
1541,65000.0,1,10,664.0,9000.0,sqft,6,Common
1542,128500.0,4,3,732.0,8300.0,sqft,6,Common
1543,250000.0,3,22,1266.0,3811.0,sqft,5,Gleaming
1544,138000.0,4,13,1187.0,14190.0,sqft,7,Gleaming
1545,281000.0,4,17,1515.0,11065.0,sqft,5,Gleaming
1547,167000.0,4,5,1056.0,9734.0,sqft,5,Gleaming
1548,204000.0,4,14,1720.0,9839.0,sqft,8,Common
1549,123000.0,3,13,1097.0,5775.0,sqft,7,Common
1550,290000.0,4,7,2063.0,9205.0,sqft,5,Gleaming
1551,140000.0,3,2,719.0,6710.0,sqft,5,Common
1552,110000.0,4,21,710.0,7990.0,sqft,6,Common
1553,174000.0,4,5,1139.0,8125.0,sqft,5,Common
1554,219500.0,4,22,1338.0,13125.0,sqft,6,Common
1555,162000.0,4,5,1015.0,7750.0,sqft,5,Gleaming
1556,235000.0,4,21,1434.0,10316.0,sqft,5,Gleaming
1557,194000.0,4,9,1101.0,16157.0,sqft,7,Common
1558,325624.0,4,17,1662.0,10562.0,sqft,5,Gleaming
1559,108000.0,3,18,839.0,1680.0,sqft,5,Common
1560,140000.0,4,19,1226.0,8400.0,sqft,5,Common
1561,155000.0,4,6,1386.0,13125.0,sqft,4,Common
1562,86000.0,3,25,484.0,1526.0,sqft,8,Common
1563,144800.0,4,22,855.0,9100.0,sqft,6,Common
1565,67000.0,4,16,664.0,8248.0,sqft,3,Common
1566,169985.0,4,5,1147.0,10237.0,sqft,5,Gleaming
1567,193000.0,4,21,1046.0,9627.0,sqft,5,Gleaming
1568,140000.0,3,16,862.0,8546.0,sqft,5,Common
1569,183600.0,4,21,929.0,7488.0,sqft,5,Gleaming
1570,93000.0,3,13,719.0,6000.0,sqft,4,Modest
1571,173500.0,4,5,967.0,7697.0,sqft,6,Gleaming
1572,267300.0,4,14,1203.0,8298.0,sqft,5,Gleaming
1573,109000.0,4,20,627.0,11672.0,sqft,5,Common
1574,221300.0,4,26,1407.0,8778.0,sqft,5,Gleaming
1575,124900.0,1,10,769.0,6060.0,sqft,9,Gleaming
1576,200000.0,4,11,1607.0,10382.0,sqft,6,Common
1577,129500.0,4,6,799.0,11200.0,sqft,5,Common
1578,230000.0,4,21,1272.0,8125.0,sqft,5,Gleaming
1579,181000.0,4,5,1233.0,10839.0,sqft,5,Common
1580,193000.0,4,0,1393.0,10628.0,sqft,5,Gleaming
1581,252000.0,4,7,1834.0,10790.0,sqft,5,Gleaming
